Customer_ID,Customer_Name,Customer_Type,Industry,Segment,Country,City,Postal_Code,Registration_Date,Region_ID
582,Henderson-Ferguson,Individual,Manufacturing,Corporate,Belgium,Brussels,89230,2023-10-26,2
583,Blake Ltd,Individual,Finance,Corporate,Belgium,Brussels,93202,2024-10-31,17
584,Whitehead LLC,Individual,Healthcare,Consumer,France,Lyon,27033,2023-06-07,20
585,"Neal, Rivera and Herrera",Individual,Telecommunications,Small Business,Germany,Frankfurt,64992,2026-02-01,11
586,"Jones, Smith and Clark",Individual,Education,Corporate,Italy,Milan,87777,2022-10-15,17
587,Parks-Hodge,Company,IT,Corporate,France,Lyon,81299,2024-12-06,4
588,Powell-Nguyen,Individual,IT,Small Business,Italy,Milan,24074,2024-03-29,8
589,Fernandez Ltd,Company,Retail,Consumer,Italy,Milan,79625,2026-06-13,3
590,Smith-Shelton,Individual,Education,Small Business,Belgium,Brussels,61988,2026-07-07,18
591,"Wallace, Hess and Morgan",Individual,Retail,Small Business,Belgium,Brussels,96223,2025-06-12,13
592,Thompson-Myers,Company,Healthcare,Small Business,Germany,Frankfurt,24025,2026-05-21,3
593,"Ruiz, Miller and Weiss",Individual,Education,Small Business,Germany,Frankfurt,59168,2026-05-29,5
594,Lopez LLC,Company,Education,Corporate,Italy,Milan,48873,2025-09-26,17
595,Parker PLC,Company,Healthcare,Small Business,Netherlands,Amsterdam,48211,2024-04-20,5
596,Ramsey-Browning,Company,Finance,Small Business,Germany,Cologne,42994,2023-10-31,9
597,Griffin-Ross,Company,Education,Consumer,Austria,Vienna,76728,2023-02-21,13
598,"Perry, Barker and Melton",Company,Manufacturing,Corporate,Spain,Madrid,98974,2023-06-08,6
599,Mercado-Chang,Individual,IT,Small Business,Spain,Barcelona,05054,2026-03-28,11
600,Davis-Khan,Individual,Finance,Small Business,France,Paris,76859,2026-07-19,20
601,"Hays, Humphrey and Sandoval",Individual,Finance,Small Business,Spain,Madrid,47271,2025-04-24,11
602,Mayo PLC,Individual,Logistics,Small Business,Switzerland,Zurich,55623,2024-07-07,5
603,Brooks-Singleton,Individual,Finance,Corporate,France,Marseille,47921,2025-12-01,10
604,Blake Ltd,Company,Education,Consumer,Netherlands,Amsterdam,41393,2026-01-23,4
605,Adams Inc,Individual,Manufacturing,Corporate,France,Marseille,03462,2023-04-06,1
606,Williams-King,Individual,Retail,Small Business,Austria,Vienna,19495,2024-03-25,15
607,Smith Inc,Company,Telecommunications,Consumer,Austria,Vienna,73198,2026-06-18,16
608,Hamilton-Carson,Individual,IT,Consumer,Austria,Vienna,01462,2025-04-06,20
609,"Munoz, Wilson and Olson",Company,Telecommunications,Small Business,Germany,Berlin,40950,2022-08-29,4
610,Hoffman-Stevenson,Company,IT,Consumer,Spain,Barcelona,15070,2024-10-28,7
611,"Logan, Castro and Davis",Individual,Finance,Consumer,France,Paris,93186,2024-01-10,20
612,Martin-Richards,Company,Healthcare,Consumer,France,Lyon,54641,2026-06-02,10
613,Lopez Group,Individual,Retail,Corporate,Spain,Barcelona,82335,2026-04-24,4
614,"Bird, Bell and Flores",Individual,Retail,Corporate,Italy,Rome,92093,2024-05-21,15
615,Graves-Norman,Individual,Healthcare,Consumer,Italy,Milan,41576,2026-06-23,4
616,Ortiz-Gardner,Individual,Retail,Corporate,Switzerland,Zurich,37053,2023-04-28,20
617,"Meyers, Scott and Anderson",Individual,Finance,Corporate,Spain,Madrid,67396,2022-11-07,11
618,Sparks-Finley,Individual,IT,Small Business,Netherlands,Amsterdam,64618,2024-01-29,17
619,Rogers Ltd,Individual,Telecommunications,Corporate,Austria,Vienna,93330,2025-06-27,3
620,"Thompson, Schwartz and Thompson",Individual,Telecommunications,Small Business,Netherlands,Amsterdam,33172,2023-03-31,12
621,Wilson and Sons,Company,Education,Corporate,France,Paris,67643,2024-01-22,11
622,Howell-Robinson,Company,Retail,Consumer,Switzerland,Zurich,44866,2022-10-08,11
623,Ray Group,Individual,Finance,Corporate,Belgium,Brussels,97736,2024-12-08,10
624,Horne-Ellis,Company,IT,Consumer,Germany,Berlin,91432,2024-11-26,12
625,Calhoun-Smith,Company,IT,Corporate,France,Lyon,25241,2024-08-29,6
626,"Ortiz, Richardson and Anderson",Company,Manufacturing,Corporate,France,Lyon,69696,2024-11-28,4
627,"Cervantes, Arellano and Castro",Company,Telecommunications,Small Business,Switzerland,Zurich,02238,2023-03-29,6
628,Wheeler-Summers,Company,Logistics,Corporate,France,Paris,28410,2022-11-16,15
629,Gonzales-Jones,Individual,Logistics,Consumer,Italy,Rome,66016,2024-05-21,12
630,"Irwin, Hill and Adams",Company,IT,Corporate,France,Paris,11780,2026-02-07,12
631,Cisneros and Sons,Company,Education,Corporate,Switzerland,Zurich,23425,2025-01-20,6
632,"Gonzalez, Moore and Shelton",Company,Telecommunications,Consumer,Spain,Madrid,21726,2024-03-15,8
633,"Pope, Cruz and Watts",Individual,Telecommunications,Corporate,France,Lyon,28503,2026-05-28,12
634,"Jones, Mitchell and Nelson",Company,Telecommunications,Small Business,France,Marseille,55596,2025-01-20,5
635,Parks Inc,Company,Finance,Corporate,Germany,Munich,66578,2023-09-04,12
636,Bean LLC,Company,IT,Small Business,Austria,Vienna,82401,2026-04-22,20
637,Gonzalez Ltd,Company,Manufacturing,Small Business,Germany,Berlin,03612,2024-09-07,18
638,Freeman Inc,Individual,Education,Small Business,Netherlands,Amsterdam,75393,2022-08-08,20
639,Morales PLC,Individual,IT,Small Business,Netherlands,Amsterdam,78170,2022-09-23,6
640,"Hill, Holmes and Morales",Individual,Manufacturing,Consumer,Belgium,Brussels,53841,2025-11-13,2
641,Gonzalez PLC,Individual,Telecommunications,Corporate,Spain,Madrid,86968,2024-09-06,4
642,Hunter-Lopez,Company,Finance,Corporate,Austria,Vienna,04447,2026-01-19,12
643,"Lopez, Fernandez and Griffin",Individual,Retail,Consumer,Belgium,Brussels,07676,2024-05-29,15
644,"Hill, Weber and Mays",Individual,Healthcare,Consumer,Switzerland,Zurich,81517,2022-09-12,20
645,Thomas-Howe,Individual,Telecommunications,Consumer,Germany,Frankfurt,68486,2025-07-02,7
646,Thomas-Wood,Individual,Healthcare,Small Business,France,Lyon,75440,2022-10-23,16
647,Myers-Irwin,Individual,Education,Consumer,France,Marseille,31640,2025-09-13,9
648,Hunter-Johnson,Company,Telecommunications,Corporate,Austria,Vienna,05305,2023-11-30,18
649,"James, Owen and King",Company,Telecommunications,Small Business,Germany,Frankfurt,41762,2023-02-06,4
650,"Ryan, Mosley and Garcia",Individual,Retail,Consumer,France,Lyon,75642,2023-10-17,12
651,Tucker PLC,Individual,Education,Small Business,Germany,Cologne,46943,2023-08-27,13
652,Garcia Ltd,Company,Telecommunications,Small Business,Netherlands,Amsterdam,91672,2026-05-27,12
653,"Lin, Walton and Whitehead",Individual,Healthcare,Small Business,Netherlands,Amsterdam,31036,2023-01-22,7
654,Tran-Lewis,Company,Logistics,Small Business,Italy,Milan,63074,2026-01-21,17
655,Allen LLC,Individual,Telecommunications,Small Business,Italy,Milan,39945,2025-11-02,7
656,Anderson-Jones,Company,Retail,Corporate,Belgium,Brussels,79344,2024-06-18,17
657,"Greer, Sandoval and Young",Company,Healthcare,Consumer,Belgium,Brussels,67918,2025-09-07,2
658,"Salas, Scott and Donaldson",Company,Retail,Consumer,Germany,Frankfurt,75446,2024-12-19,19
659,"Holloway, Nicholson and Brown",Company,Logistics,Small Business,Spain,Barcelona,70603,2024-12-26,16
660,"Jennings, Bowman and Weiss",Company,Telecommunications,Consumer,Switzerland,Zurich,40723,2022-11-19,20
661,Wiley Inc,Company,Manufacturing,Corporate,Germany,Cologne,93649,2026-04-12,19
662,Torres Group,Company,Retail,Small Business,Switzerland,Zurich,23828,2023-07-13,13
663,Espinoza-Smith,Individual,Manufacturing,Consumer,Germany,Cologne,31123,2026-05-26,12
664,George Inc,Individual,IT,Small Business,Italy,Milan,29519,2022-11-05,10
665,"Ballard, Craig and Joseph",Company,Retail,Corporate,Belgium,Brussels,56141,2023-06-16,20
666,Luna-Morrison,Company,Healthcare,Small Business,Netherlands,Amsterdam,37332,2022-08-27,10
667,Robinson Group,Individual,Healthcare,Consumer,Switzerland,Zurich,02727,2022-10-20,14
668,Allen-Ochoa,Individual,IT,Small Business,Switzerland,Zurich,49834,2024-07-26,16
669,"Parks, Pope and Williams",Company,Finance,Small Business,Belgium,Brussels,77244,2024-11-20,13
670,Ho-Hernandez,Company,IT,Small Business,Spain,Barcelona,99532,2025-08-02,16
671,Pacheco-Chambers,Individual,IT,Corporate,Italy,Milan,20136,2026-01-06,6
672,Martin and Sons,Company,Education,Consumer,Spain,Madrid,26862,2023-10-18,20
673,"Castro, Williams and Hamilton",Individual,Logistics,Small Business,Austria,Vienna,66297,2025-06-06,7
674,Jordan Group,Individual,Healthcare,Small Business,Netherlands,Amsterdam,02848,2026-01-28,5
675,Lynch LLC,Individual,IT,Consumer,Germany,Berlin,68890,2024-12-06,5
676,"Carter, Patel and Matthews",Company,Telecommunications,Consumer,Germany,Hamburg,40761,2023-02-24,4
677,"Rush, Williams and Wright",Individual,Healthcare,Consumer,Belgium,Brussels,51786,2023-06-30,3
678,Kim-Carter,Company,Healthcare,Small Business,Netherlands,Amsterdam,86555,2024-12-15,16
679,"Greer, Romero and Hanson",Company,IT,Corporate,Italy,Rome,28422,2026-02-11,7
680,"Ward, Wilson and Brown",Company,Telecommunications,Consumer,France,Paris,76697,2023-06-17,2
681,"Mcgee, Rush and Sandoval",Individual,Education,Consumer,Austria,Vienna,75669,2025-11-21,20
682,Alexander LLC,Individual,IT,Corporate,Netherlands,Amsterdam,39630,2022-11-26,8
683,Anderson-Jackson,Individual,Manufacturing,Small Business,Germany,Munich,13246,2024-12-16,16
684,Stephens-Anderson,Company,Manufacturing,Consumer,Netherlands,Amsterdam,34498,2022-08-27,2
685,Peterson LLC,Company,Logistics,Consumer,Spain,Barcelona,88613,2023-01-14,6
686,"Miles, Hunt and Andersen",Individual,Education,Small Business,France,Marseille,05810,2023-04-24,11
687,Hudson-Brown,Individual,IT,Consumer,Belgium,Brussels,52242,2023-08-03,7
688,Campos Inc,Individual,Retail,Small Business,Switzerland,Zurich,84060,2023-02-15,16
689,Martin-Malone,Individual,Healthcare,Consumer,Spain,Barcelona,33405,2026-03-03,13
690,"Grant, Morris and Coleman",Individual,Retail,Corporate,Belgium,Brussels,53586,2022-10-11,2
691,King-Reilly,Company,Telecommunications,Small Business,Germany,Cologne,54802,2024-02-26,16
692,Sutton LLC,Company,Retail,Corporate,Spain,Madrid,02653,2024-02-15,1
693,Mathews-Nielsen,Company,Finance,Corporate,France,Paris,21712,2024-06-22,14
694,Scott-Williamson,Company,Finance,Corporate,Belgium,Brussels,00564,2023-10-26,10
695,Huynh Group,Individual,Telecommunications,Consumer,Spain,Madrid,11198,2022-11-17,20
696,Murphy-Ramos,Individual,Healthcare,Small Business,Germany,Munich,09384,2024-03-02,16
697,Graves LLC,Individual,Retail,Small Business,Belgium,Brussels,87986,2024-08-19,10
698,Hall-Herrera,Company,Healthcare,Corporate,France,Paris,84765,2024-09-05,9
699,Torres-Bowman,Company,Telecommunications,Corporate,Germany,Berlin,85333,2025-05-25,3
700,Gallegos and Sons,Individual,Finance,Consumer,Netherlands,Amsterdam,21439,2023-01-26,19
701,Marshall Ltd,Individual,Healthcare,Consumer,Belgium,Brussels,79937,2023-02-11,2
702,"Carroll, Hardy and Hayes",Individual,Finance,Corporate,France,Paris,83812,2023-01-22,10
703,Long LLC,Company,Education,Corporate,France,Marseille,94405,2025-01-20,3
704,Osborn-Lynn,Company,Logistics,Consumer,Netherlands,Amsterdam,80390,2023-08-11,12
705,Davis Inc,Company,Finance,Small Business,Germany,Berlin,24914,2025-02-26,14
706,Hester Inc,Individual,Manufacturing,Corporate,Italy,Milan,19495,2023-07-08,14
707,Burns-Neal,Individual,Finance,Corporate,France,Marseille,51701,2023-08-14,1
708,Jensen and Sons,Individual,Manufacturing,Corporate,Austria,Vienna,09097,2024-10-17,9
709,Rodriguez Inc,Company,Finance,Consumer,Spain,Madrid,90567,2023-08-23,12
710,Randall-Shea,Company,Healthcare,Consumer,Austria,Vienna,16063,2023-04-29,5
711,Salas and Sons,Company,Telecommunications,Small Business,Switzerland,Zurich,36309,2026-04-04,12
712,Griffin-Marquez,Company,Finance,Small Business,Switzerland,Zurich,61355,2024-09-19,1
713,"Wilson, Patel and Mathis",Individual,Finance,Consumer,Belgium,Brussels,18556,2026-03-16,15
714,Page LLC,Company,Healthcare,Corporate,France,Paris,63787,2026-03-26,4
715,Gallagher-Dougherty,Company,Manufacturing,Small Business,Netherlands,Amsterdam,66187,2022-12-28,15
716,"Myers, Taylor and Ortiz",Company,IT,Corporate,Spain,Madrid,25965,2024-12-04,10
717,Hogan Group,Company,IT,Small Business,France,Paris,52889,2023-01-23,12
718,"Smith, Turner and Watson",Individual,Education,Consumer,Netherlands,Amsterdam,76976,2023-11-18,1
719,Mccall-Gonzalez,Company,Finance,Corporate,Belgium,Brussels,55140,2025-12-31,2
720,Morgan-House,Individual,Manufacturing,Corporate,Germany,Frankfurt,73318,2025-11-19,7
721,Martinez and Sons,Individual,Finance,Consumer,Germany,Munich,77105,2024-04-14,17
722,Marquez-Martin,Company,Retail,Consumer,Netherlands,Amsterdam,13556,2026-01-14,5
723,Ryan Inc,Company,IT,Corporate,Netherlands,Amsterdam,70578,2025-03-26,4
724,Smith Group,Company,Retail,Small Business,Spain,Barcelona,80936,2024-12-04,3
725,Smith Ltd,Company,IT,Consumer,Netherlands,Amsterdam,65150,2024-10-11,1
726,Alexander-Rodriguez,Individual,Finance,Consumer,Germany,Munich,33425,2023-07-13,6
727,Dodson-Melendez,Individual,Finance,Consumer,Netherlands,Amsterdam,89621,2024-10-14,9
728,Burke Ltd,Individual,Healthcare,Small Business,Italy,Milan,54104,2023-03-31,12
729,Martinez-Cameron,Company,Finance,Consumer,Switzerland,Zurich,97138,2024-12-08,15
730,Little Inc,Company,Logistics,Corporate,Netherlands,Amsterdam,21685,2022-08-24,17
731,Simmons Ltd,Company,Retail,Consumer,Belgium,Brussels,19112,2026-05-02,2
732,"Berg, Ortiz and Spencer",Individual,Healthcare,Corporate,Belgium,Brussels,23041,2023-06-09,10
733,"Hatfield, Prince and Moore",Individual,Retail,Small Business,Austria,Vienna,75987,2023-09-11,3
734,"Shepherd, Bass and Hooper",Individual,Finance,Small Business,Belgium,Brussels,64252,2025-10-12,19
735,Rivera-Collier,Company,Education,Consumer,Austria,Vienna,68660,2024-02-03,16
736,"Keith, Walker and Perry",Company,Retail,Consumer,Switzerland,Zurich,51850,2026-04-26,4
737,Barry-King,Individual,Finance,Corporate,Switzerland,Zurich,17974,2022-08-11,17
738,Lopez Inc,Company,IT,Small Business,Italy,Rome,99160,2023-04-18,5
739,Foster and Sons,Company,IT,Corporate,Italy,Rome,71079,2024-02-29,13
740,Cooper LLC,Company,Logistics,Corporate,Belgium,Brussels,24501,2023-04-27,12
741,"Holmes, Solis and Taylor",Individual,IT,Consumer,Germany,Hamburg,50933,2025-12-13,14
742,Hill-Chen,Individual,Finance,Small Business,Belgium,Brussels,37800,2026-05-14,4
743,Romero-Williams,Company,Education,Corporate,Italy,Milan,49977,2023-10-29,9
744,Hunt PLC,Individual,Finance,Consumer,Spain,Barcelona,64302,2022-09-02,6
745,Mendoza PLC,Company,Logistics,Consumer,Italy,Rome,64763,2025-05-16,10
746,"Rodriguez, Guzman and Dunn",Company,Finance,Small Business,Austria,Vienna,45025,2023-07-06,14
747,Leon-Anderson,Individual,Logistics,Small Business,Germany,Hamburg,66969,2025-08-10,18
748,Barron Inc,Company,IT,Corporate,Netherlands,Amsterdam,92097,2026-03-26,9
749,Kim Inc,Company,Telecommunications,Corporate,Spain,Barcelona,50657,2024-02-19,16
750,"Barnes, Griffin and Jackson",Individual,Education,Corporate,Germany,Hamburg,52985,2025-05-17,10
751,Pineda LLC,Company,Finance,Consumer,Belgium,Brussels,11154,2024-03-22,19
752,Burke LLC,Company,Healthcare,Small Business,Belgium,Brussels,19248,2023-01-08,3
753,Wilcox LLC,Individual,Manufacturing,Consumer,Italy,Rome,45547,2024-01-20,8
754,Baxter-Brooks,Company,Manufacturing,Consumer,Italy,Milan,29960,2022-11-18,5
755,Chen Group,Company,Healthcare,Consumer,Switzerland,Zurich,38309,2024-04-09,17
756,Sullivan-Barnes,Company,Education,Corporate,Germany,Munich,51395,2025-07-01,17
757,"Woodward, Hill and Johnson",Individual,IT,Small Business,Belgium,Brussels,28986,2024-10-07,2
758,Francis-Smith,Individual,Education,Consumer,Belgium,Brussels,83207,2024-02-27,12
759,Romero-Jones,Company,Logistics,Small Business,Germany,Berlin,11107,2026-01-24,3
760,"Scott, Huffman and Burke",Company,Retail,Consumer,Italy,Milan,03010,2023-08-27,2
761,Martin Inc,Individual,Telecommunications,Consumer,France,Marseille,06071,2025-11-13,11
762,"Jones, Hill and Thornton",Individual,IT,Small Business,Netherlands,Amsterdam,07313,2025-02-21,13
763,Miller-Peterson,Individual,IT,Consumer,Austria,Vienna,14035,2023-04-13,4
764,"Williams, Edwards and Washington",Company,Manufacturing,Small Business,France,Lyon,48199,2025-10-19,10
765,"Marshall, Blackwell and Lambert",Company,Finance,Corporate,France,Marseille,20499,2026-03-02,17
766,Harrison-Morris,Individual,Manufacturing,Small Business,Belgium,Brussels,16954,2025-01-20,2
767,Taylor-Johnson,Company,Manufacturing,Consumer,Switzerland,Zurich,09265,2023-04-24,16
768,White Ltd,Company,Telecommunications,Corporate,Switzerland,Zurich,98730,2025-12-09,13
769,"Greene, Ellis and Austin",Company,Education,Consumer,Austria,Vienna,29816,2025-09-22,17
770,Rivera LLC,Company,Finance,Consumer,France,Marseille,57393,2025-03-15,6
771,"Boyd, Moore and Cohen",Individual,Education,Consumer,Belgium,Brussels,96126,2024-02-05,17
772,"Williams, Ramos and Rodriguez",Company,Logistics,Corporate,Germany,Berlin,14375,2025-03-09,1
773,Galvan PLC,Individual,Retail,Small Business,Belgium,Brussels,31968,2022-12-04,11
774,Kramer-Bolton,Company,Manufacturing,Consumer,Austria,Vienna,10603,2026-03-12,2
775,Lang and Sons,Individual,Logistics,Consumer,Germany,Berlin,73817,2025-06-16,2
776,Johnson Group,Individual,Manufacturing,Corporate,Netherlands,Amsterdam,65329,2023-01-25,20
777,Ward and Sons,Company,Healthcare,Small Business,France,Marseille,21765,2026-07-23,3
778,"Brown, Orozco and Rice",Individual,Finance,Consumer,Germany,Munich,84112,2022-09-15,17
779,"Douglas, Becker and Hall",Company,Retail,Small Business,France,Lyon,05578,2025-09-16,10
780,Anderson and Sons,Company,Manufacturing,Corporate,Germany,Munich,74868,2024-08-08,1
781,Crane Ltd,Company,Logistics,Small Business,Italy,Rome,18226,2026-06-29,14
782,Williams and Sons,Individual,Manufacturing,Corporate,Belgium,Brussels,43549,2025-12-01,3
783,James-Novak,Individual,Logistics,Consumer,Netherlands,Amsterdam,08780,2026-01-07,9
784,"Romero, Hodges and Sanchez",Individual,Retail,Corporate,Belgium,Brussels,42558,2023-08-18,5
785,Moran PLC,Individual,Education,Small Business,Germany,Hamburg,97489,2025-12-18,14
786,"Middleton, Tucker and Ward",Individual,Telecommunications,Consumer,Austria,Vienna,64040,2023-06-16,11
787,Chen Inc,Company,Education,Small Business,Switzerland,Zurich,63198,2022-12-22,2
788,Gomez-Wallace,Company,Manufacturing,Small Business,France,Lyon,12747,2023-04-02,3
789,King-Ayala,Individual,Logistics,Consumer,Netherlands,Amsterdam,15870,2023-02-27,10
790,"Mcbride, Marquez and Fuentes",Company,IT,Small Business,Spain,Madrid,91528,2025-04-25,9
791,Lee PLC,Individual,IT,Corporate,Spain,Barcelona,05077,2022-10-26,5
792,"Jordan, Davis and Morton",Company,Healthcare,Consumer,Belgium,Brussels,16669,2022-10-16,7
793,Harper-Henry,Individual,Healthcare,Small Business,Austria,Vienna,82361,2025-12-20,10
794,Obrien Ltd,Individual,Manufacturing,Corporate,Netherlands,Amsterdam,11244,2025-09-26,8
795,"Garcia, Mitchell and Green",Individual,IT,Small Business,Germany,Berlin,89381,2025-11-11,3
796,"Patton, Perez and Phillips",Individual,Logistics,Corporate,Germany,Hamburg,33919,2026-03-16,15
797,Mercer PLC,Company,Finance,Corporate,Italy,Milan,99119,2024-05-16,5
798,Chandler LLC,Company,Retail,Corporate,Switzerland,Zurich,16187,2022-11-26,12
799,"Solis, Griffith and Tran",Individual,Manufacturing,Small Business,Italy,Rome,35547,2024-08-15,9
800,Perez and Sons,Company,Telecommunications,Small Business,Switzerland,Zurich,90839,2026-04-15,12
801,Jackson Group,Company,Logistics,Consumer,France,Paris,25534,2022-11-01,10
802,Smith Group,Individual,Manufacturing,Small Business,France,Paris,70867,2025-09-10,6
803,"Robles, Mills and Fowler",Individual,Telecommunications,Corporate,Spain,Madrid,53386,2025-06-30,5
804,Fox-Rogers,Company,Logistics,Corporate,Austria,Vienna,04497,2022-12-28,3
805,Mccall LLC,Company,Healthcare,Small Business,Italy,Milan,87614,2023-12-07,11
806,Banks Ltd,Individual,Logistics,Corporate,Germany,Hamburg,09557,2023-09-19,16
807,Mcbride-Smith,Individual,Logistics,Small Business,France,Paris,68084,2023-10-10,8
808,"Kidd, Collins and Haney",Individual,Logistics,Small Business,Italy,Rome,02072,2025-08-14,13
809,"Hart, Williams and Fitzpatrick",Individual,Telecommunications,Consumer,Netherlands,Amsterdam,48442,2025-08-12,7
810,King-Mendez,Individual,Healthcare,Consumer,Italy,Milan,62729,2024-05-30,9
811,"Kelly, Taylor and Hudson",Individual,Manufacturing,Consumer,Belgium,Brussels,39292,2023-05-31,20
812,Hodges-Williams,Individual,Healthcare,Consumer,Germany,Cologne,20075,2025-12-16,15
813,Hickman-Perez,Company,Finance,Corporate,Germany,Hamburg,30106,2026-07-06,10
814,Frederick-Robinson,Individual,Finance,Small Business,Netherlands,Amsterdam,02628,2023-07-13,13
815,"Newman, Short and Velasquez",Individual,Retail,Consumer,France,Lyon,65642,2024-10-12,10
816,Dominguez-Hayes,Company,Healthcare,Consumer,Belgium,Brussels,63960,2023-02-06,10
817,"Anderson, Allen and Salinas",Individual,Healthcare,Consumer,Austria,Vienna,72283,2024-04-03,7
818,Weber-Dyer,Individual,Healthcare,Consumer,Spain,Madrid,33216,2023-06-21,11
819,Moreno-Ortiz,Company,Manufacturing,Consumer,Netherlands,Amsterdam,16262,2023-03-12,6
820,"Ross, Watson and Jordan",Company,Retail,Corporate,Switzerland,Zurich,29587,2023-11-17,10
821,Edwards-Jenkins,Company,IT,Corporate,Austria,Vienna,76482,2024-04-26,16
822,Nguyen-Benson,Company,Education,Consumer,Belgium,Brussels,80953,2025-04-14,16
823,Rush-Houston,Individual,Finance,Corporate,Spain,Barcelona,75089,2023-10-09,15
824,"Cain, Carpenter and Greene",Individual,Healthcare,Consumer,Switzerland,Zurich,27350,2025-11-11,14
825,Robinson-Miller,Individual,Telecommunications,Consumer,France,Paris,52237,2026-02-07,14
826,Anderson-Webb,Individual,Manufacturing,Consumer,Austria,Vienna,59674,2023-01-30,13
827,"White, Montgomery and Miller",Individual,Retail,Small Business,Belgium,Brussels,13774,2025-02-18,13
828,"Kim, Stephens and Garza",Company,Finance,Small Business,Germany,Cologne,18506,2023-07-15,1
829,"Stevenson, Cox and Flynn",Company,Education,Small Business,Italy,Rome,66305,2024-04-25,19
830,Stewart Inc,Company,Retail,Consumer,Germany,Frankfurt,04807,2022-10-27,6
831,"Dyer, Holder and Calhoun",Individual,Logistics,Corporate,Austria,Vienna,03846,2023-02-06,14
832,"Edwards, Ballard and Young",Individual,Healthcare,Consumer,Belgium,Brussels,55631,2025-03-31,8
833,Dennis-Chang,Individual,Healthcare,Small Business,Italy,Rome,93364,2026-04-05,2
834,Williams-Galloway,Company,Healthcare,Consumer,France,Paris,72859,2025-06-21,15
835,Brown-Briggs,Company,IT,Consumer,Switzerland,Zurich,05458,2023-12-15,13
836,Morales-Hernandez,Company,Manufacturing,Small Business,Belgium,Brussels,06969,2022-10-14,13
837,Moore PLC,Company,Education,Consumer,Switzerland,Zurich,48223,2026-01-12,4
838,"Hernandez, Sutton and Parsons",Individual,Telecommunications,Corporate,Belgium,Brussels,78107,2023-02-13,18
839,Huff-Douglas,Individual,Retail,Corporate,Switzerland,Zurich,50820,2024-06-02,6
840,"Finley, Dodson and Martinez",Company,Manufacturing,Consumer,Belgium,Brussels,37291,2023-08-15,16
841,Lee PLC,Individual,Finance,Small Business,Austria,Vienna,94121,2024-05-28,12
842,Sullivan Group,Individual,Education,Corporate,Spain,Madrid,97611,2022-10-26,7
843,Thomas LLC,Individual,Education,Corporate,Netherlands,Amsterdam,41176,2025-01-15,6
844,Thomas LLC,Company,Finance,Corporate,Spain,Madrid,66838,2025-07-20,10
845,Alvarez Inc,Company,Retail,Small Business,Germany,Cologne,97591,2023-06-05,7
846,Shepard Inc,Individual,Telecommunications,Corporate,Switzerland,Zurich,01804,2022-08-19,17
847,Miller-Horn,Company,Healthcare,Consumer,Italy,Rome,23125,2023-04-10,8
848,"Munoz, Nguyen and Diaz",Individual,Healthcare,Consumer,Austria,Vienna,75192,2022-10-08,20
849,Estes-Griffin,Company,Finance,Corporate,Italy,Rome,95925,2023-03-15,4
850,"Morris, Kennedy and Perkins",Company,Education,Small Business,Italy,Milan,07753,2025-12-29,20
851,Wolfe LLC,Company,Retail,Consumer,Germany,Munich,17834,2023-10-03,4
852,Gomez LLC,Individual,Finance,Consumer,Netherlands,Amsterdam,96042,2023-10-28,9
853,Garcia LLC,Individual,Manufacturing,Consumer,Belgium,Brussels,33163,2024-08-04,11
854,Brown-Wagner,Individual,Education,Small Business,Italy,Milan,15907,2024-06-21,7
855,Harvey PLC,Individual,Telecommunications,Corporate,Switzerland,Zurich,22918,2026-03-15,15
856,Acosta-Jones,Individual,Education,Corporate,Switzerland,Zurich,58128,2025-05-08,1
857,"Shah, Walker and Perez",Individual,IT,Small Business,Spain,Barcelona,15539,2026-03-06,8
858,Gallagher and Sons,Individual,Telecommunications,Corporate,France,Marseille,33198,2023-02-22,7
859,"Vaughn, Montoya and Butler",Company,IT,Corporate,Netherlands,Amsterdam,99580,2026-01-30,9
860,Scott and Sons,Company,Logistics,Small Business,Netherlands,Amsterdam,94662,2024-04-26,17
861,Mills PLC,Individual,Education,Consumer,France,Paris,32514,2022-10-17,1
862,Allen-Miller,Individual,Retail,Corporate,Netherlands,Amsterdam,70768,2024-05-03,6
863,Raymond Group,Individual,Healthcare,Consumer,Austria,Vienna,19719,2025-02-27,2
864,Rivera and Sons,Company,Healthcare,Corporate,Switzerland,Zurich,45563,2024-02-24,2
865,Hutchinson Group,Company,Finance,Consumer,Germany,Berlin,06061,2026-01-27,14
866,Evans Ltd,Company,Manufacturing,Small Business,Austria,Vienna,72324,2026-01-21,5
867,Villanueva Inc,Company,Logistics,Consumer,Italy,Rome,46035,2026-07-23,11
868,Lewis LLC,Company,Logistics,Corporate,Switzerland,Zurich,25370,2025-04-26,6
869,"Allen, Padilla and Mercado",Company,Healthcare,Consumer,Spain,Barcelona,98211,2025-08-16,9
870,Byrd-Thompson,Individual,Finance,Consumer,Spain,Barcelona,72801,2024-03-25,12
871,Nguyen-Jordan,Company,Finance,Corporate,Spain,Madrid,51830,2023-05-29,8
872,"Pollard, Everett and Adams",Company,Finance,Corporate,Switzerland,Zurich,29405,2024-09-25,16
873,Johnson Inc,Company,Healthcare,Small Business,Spain,Madrid,81581,2022-12-11,5
874,Kaiser and Sons,Company,Manufacturing,Corporate,Netherlands,Amsterdam,28229,2023-12-12,3
875,"Arroyo, Friedman and Moran",Company,Healthcare,Small Business,Germany,Cologne,95840,2024-09-27,6
